row_id,cow_id,age,stage,sex,date_birth,date_death,date_death_expected,is_owned,cause_removal,is_replacement,is_introduced,is_in_common_ranch,is_grazed,parity,date_last_delivery,date_got_pregnant,date_dried,n_ai,day_heat,day_last_heat,day_last_heat_detected,n_heat_from_ai,infection_status,date_ial,date_ipl,date_ipl_expected,date_ebl,date_ebl_expected,cause_infection,susceptibility_ial_to_ipl,susceptibility_ipl_to_ebl,area_id,months_in_area,chamber_id,is_isolated,i_month
45,45,31,milking,female,-26,,11,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,1,-1,3,,0,,8,8,0,s,,,,,,,TRUE,FALSE,2,-1,,FALSE,5
46,46,31,milking,female,-26,,28,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,1,-1,4,,0,16,26,26,0,s,,,,,,,FALSE,FALSE,2,-1,,FALSE,5
47,47,31,milking,female,-26,,51,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,1,-1,2,,0,19,27,27,0,s,,,,,,,FALSE,FALSE,2,-1,,FALSE,5
48,48,30,milking,female,-25,,19,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,1,0,5,,0,,2,2,0,s,,,,,,,TRUE,FALSE,2,0,,FALSE,5
49,49,29,milking,female,-24,,89,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,1,2,5,,0,0,1,1,0,s,,,,,,,TRUE,FALSE,2,12,,FALSE,5
50,50,27,milking,female,-22,,32,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,1,4,,,0,3,12,5,,s,,,,,,,FALSE,FALSE,2,10,,FALSE,5
51,51,27,milking,female,-22,,38,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,1,4,,,0,13,27,26,,s,,,,,,,FALSE,FALSE,2,10,,FALSE,5
52,52,25,heifer,female,-20,,25,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,-4,,0,8,16,16,,s,,,,,,,FALSE,FALSE,2,8,,FALSE,5
53,53,23,heifer,female,-18,,22,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,-2,,0,6,16,23,,s,,,,,,,FALSE,FALSE,2,6,,FALSE,5
54,54,20,heifer,female,-15,,76,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,,,5,13,21,21,0,s,,,,,,,FALSE,FALSE,2,3,,FALSE,5
55,55,20,heifer,female,-15,,90,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,1,,0,0,12,12,0,s,,,,,,,TRUE,FALSE,2,3,,FALSE,5
56,56,19,heifer,female,-14,,39,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,3,,0,,3,3,0,s,,,,,,,TRUE,FALSE,2,2,,FALSE,5
57,57,19,heifer,female,-14,,111,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,1,,0,,21,21,0,s,,,,,,,FALSE,FALSE,2,2,,FALSE,5
58,58,18,heifer,female,-13,,35,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,1,,0,0,7,7,0,s,,,,,,,FALSE,FALSE,2,1,,FALSE,5
59,59,17,heifer,female,-12,,23,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,,,4,20,29,8,1,s,,,,,,,FALSE,FALSE,2,0,,FALSE,5
60,60,17,heifer,female,-12,,57,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,,,4,19,28,28,0,s,,,,,,,TRUE,TRUE,2,0,,FALSE,5
61,61,17,heifer,female,-12,,25,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,3,,0,,6,6,0,s,,,,,,,TRUE,FALSE,2,0,,FALSE,5
62,62,15,heifer,female,-10,,62,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,5,,0,16,24,24,0,s,,,,,,,TRUE,FALSE,2,7,,FALSE,5
63,63,14,heifer,female,-9,,69,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,,,3,11,18,18,0,s,,,,,,,TRUE,FALSE,2,6,,FALSE,5
64,64,11,calf,female,-6,,34,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,,,0,28,6,,0,s,,,,,,,FALSE,FALSE,2,3,,FALSE,5
65,65,11,calf,female,-6,,21,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,,,0,28,7,,0,s,,,,,,,TRUE,FALSE,2,3,,FALSE,5
66,66,10,calf,female,-5,,48,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,,,0,12,20,,0,s,,,,,,,TRUE,FALSE,2,2,,FALSE,5
67,67,10,calf,female,-5,,57,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,,,0,3,11,,0,s,,,,,,,FALSE,FALSE,2,2,,FALSE,5
68,68,9,calf,female,-4,,86,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,,,0,4,13,,0,s,,,,,,,FALSE,FALSE,2,1,,FALSE,5
69,69,8,calf,female,-3,,44,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,,,0,15,24,,0,s,,,,,,,FALSE,FALSE,2,0,,FALSE,5
70,70,8,calf,female,-3,,28,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,,,0,14,24,,0,s,,,,,,,TRUE,TRUE,2,0,,FALSE,5
71,71,8,calf,female,-3,,80,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,,,0,26,4,,0,s,,,,,,,TRUE,FALSE,2,0,,FALSE,5
72,72,6,calf,female,-1,,28,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,,,0,13,23,,0,s,,,,,,,TRUE,FALSE,2,7,,FALSE,5
73,73,5,calf,female,0,,74,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,,,0,3,12,,0,s,,,,,,,TRUE,FALSE,2,6,,FALSE,5
,78,2,calf,female,3,,51,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,,,0,15,,,,s,,,,,,,FALSE,FALSE,,,,,5
,79,2,calf,female,3,,82,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,,,0,8,,,,s,,,,,,,FALSE,FALSE,,,,,5
,80,2,calf,female,3,,71,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,,,0,19,,,,s,,,,,,,FALSE,FALSE,,,,,5
,82,1,calf,female,4,,109,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,,,0,15,,,,s,,,,,,,FALSE,FALSE,,,,,5
,85,1,calf,female,4,,70,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,,,0,8,,,,s,,,,,,,TRUE,FALSE,,,,,5
1,1,103,dry,female,-97,,21,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,6,-6,-3,,0,5,15,23,,ial,-41,,60,,,initial,TRUE,TRUE,2,-6,,FALSE,6
2,2,97,milking,female,-91,,55,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,6,-1,4,,0,,4,4,0,s,,,,,,,FALSE,FALSE,2,-1,,FALSE,6
4,4,91,dry,female,-85,,76,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,5,-6,-3,,0,14,22,22,,ial,-34,,,,,initial,FALSE,FALSE,2,-6,,FALSE,6
5,5,89,milking,female,-83,,64,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,5,-2,1,,0,0,5,5,0,ial,-12,,,,,initial,FALSE,FALSE,2,-2,,FALSE,6
6,6,87,milking,female,-81,,41,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,5,4,,,0,11,21,13,,s,,,,,,,TRUE,FALSE,2,-9,,FALSE,6
8,8,80,milking,female,-74,,17,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,4,1,4,-3,0,,4,4,0,ial,-41,,,,,initial,FALSE,FALSE,2,-3,,FALSE,6
9,9,78,milking,female,-72,,51,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,4,-4,-1,,0,30,9,9,,s,,,,,,,FALSE,FALSE,2,-4,,FALSE,6
10,10,75,milking,female,-69,,26,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,4,4,,,0,1,27,14,,s,,,,,,,FALSE,FALSE,2,-9,,FALSE,6
11,11,72,milking,female,-66,,9,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,4,-4,-1,,0,12,20,20,,ial,-41,,40,,,initial,TRUE,FALSE,2,-4,,FALSE,6
12,12,70,milking,female,-64,,155,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,4,-2,1,,0,15,26,26,0,s,,,,,,,FALSE,FALSE,2,-2,,FALSE,6
13,13,69,milking,female,-63,,47,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,4,-4,-1,,0,1,10,19,,s,,,,,,,FALSE,FALSE,2,-4,,FALSE,6
14,14,69,milking,female,-63,,53,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,4,-2,5,,0,17,25,25,0,s,,,,,,,FALSE,FALSE,2,-2,,FALSE,6
15,15,68,milking,female,-62,,61,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,4,-2,1,,0,,14,14,0,s,,,,,,,TRUE,FALSE,2,-2,,FALSE,6
16,16,61,milking,female,-55,,28,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,4,6,,,0,3,1,15,,s,,,,,,,FALSE,FALSE,2,-7,,FALSE,6
17,17,61,milking,female,-55,,27,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,3,-5,-2,,0,10,17,26,,s,,,,,,,TRUE,FALSE,2,-5,,FALSE,6
18,18,57,milking,female,-51,,64,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,3,-3,6,,0,,8,8,0,s,,,,,,,TRUE,TRUE,2,-3,,FALSE,6
19,19,56,milking,female,-50,,29,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,3,4,,,0,24,5,22,,s,,,,,,,FALSE,FALSE,2,-9,,FALSE,6
20,20,52,milking,female,-46,,40,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,3,3,,-1,0,5,8,24,,ial,6,,,,,insects,FALSE,FALSE,2,-1,,FALSE,6
21,21,50,dry,female,-44,,65,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,2,-6,-3,,0,20,30,30,,s,,,,,,,FALSE,FALSE,2,-6,,FALSE,6
22,22,50,milking,female,-44,,38,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,3,3,,-1,0,26,4,7,,s,,,,,,,FALSE,FALSE,2,-1,,FALSE,6
24,24,48,dry,female,-42,,94,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,2,-6,-3,,0,26,4,4,,s,,,,,,,FALSE,FALSE,2,-6,,FALSE,6
25,25,48,dry,female,-42,,27,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,1,-6,-3,,0,12,21,21,,s,,,,,,,FALSE,FALSE,2,-6,,FALSE,6
26,26,47,milking,female,-41,,26,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,1,-5,-2,,0,25,2,10,,s,,,,,,,TRUE,FALSE,2,-5,,FALSE,6
27,27,47,milking,female,-41,,15,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,2,-3,1,,0,,23,23,0,ial,-34,,,,,initial,FALSE,FALSE,2,-3,,FALSE,6
28,28,47,milking,female,-41,,10,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,1,-4,-1,,0,6,16,25,,s,,,,,,,FALSE,FALSE,2,-4,,FALSE,6
30,30,45,milking,female,-39,,17,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,2,-1,2,,0,,8,8,0,s,,,,,,,FALSE,FALSE,2,-1,,FALSE,6
31,31,45,milking,female,-39,,36,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,2,-1,3,,0,,15,15,0,s,,,,,,,FALSE,FALSE,2,-1,,FALSE,6
32,32,44,milking,female,-38,,52,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,2,1,5,-3,0,15,23,23,0,s,,,,,,,FALSE,FALSE,2,-3,,FALSE,6
33,33,43,milking,female,-37,,32,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,1,-2,1,,0,0,23,23,0,s,,,,,,,TRUE,FALSE,2,-2,,FALSE,6
34,34,41,milking,female,-35,,27,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,2,2,,-2,2,5,14,2,2,s,,,,,,,FALSE,FALSE,2,-2,,FALSE,6
35,35,41,milking,female,-35,,18,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,2,3,,-1,2,10,20,20,0,s,,,,,,,FALSE,FALSE,2,-1,,FALSE,6
36,36,37,dry,female,-31,,94,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,1,-6,-3,,0,26,6,6,,s,,,,,,,FALSE,FALSE,2,-6,,FALSE,6
37,37,37,dry,female,-31,,53,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,1,-6,-3,,0,7,17,17,,ial,6,,,,,insects,FALSE,FALSE,2,-6,,FALSE,6
39,39,37,dry,female,-31,,27,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,1,-6,-3,,0,10,18,18,,s,,,,,,,FALSE,FALSE,2,-6,,FALSE,6
40,40,35,milking,female,-29,,9,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,1,-4,-1,,0,6,17,17,,s,,,,,,,TRUE,FALSE,2,-4,,FALSE,6
41,41,35,milking,female,-29,,0,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,1,-4,-1,,0,24,2,2,,ial,6,,,,,insects,FALSE,FALSE,2,-4,,FALSE,6
43,43,34,milking,female,-28,,12,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,1,-3,3,,0,18,26,26,0,s,,,,,,,TRUE,FALSE,2,-3,,FALSE,6
44,44,33,milking,female,-27,,36,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,1,-2,2,,0,14,24,24,0,s,,,,,,,FALSE,FALSE,2,-2,,FALSE,6
45,45,32,milking,female,-26,,11,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,1,-1,3,,0,,8,8,0,s,,,,,,,TRUE,FALSE,2,-1,,FALSE,6
46,46,32,milking,female,-26,,28,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,1,-1,4,,0,16,26,26,0,s,,,,,,,FALSE,FALSE,2,-1,,FALSE,6
47,47,32,milking,female,-26,,51,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,1,-1,2,,0,19,27,27,0,s,,,,,,,FALSE,FALSE,2,-1,,FALSE,6
48,48,31,milking,female,-25,,19,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,1,0,5,,0,,2,2,0,s,,,,,,,TRUE,FALSE,2,0,,FALSE,6
49,49,30,milking,female,-24,,89,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,1,2,5,,0,0,1,1,0,s,,,,,,,TRUE,FALSE,2,12,,FALSE,6
50,50,28,milking,female,-22,,32,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,1,4,,,0,3,12,5,,s,,,,,,,FALSE,FALSE,2,10,,FALSE,6
51,51,28,milking,female,-22,,38,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,1,4,,,0,13,27,26,,s,,,,,,,FALSE,FALSE,2,10,,FALSE,6
52,52,26,milking,female,-20,,25,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,1,6,,,0,22,12,16,,s,,,,,,,FALSE,FALSE,2,8,,FALSE,6
53,53,24,heifer,female,-18,,22,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,-2,,0,6,16,23,,s,,,,,,,FALSE,FALSE,2,6,,FALSE,6
54,54,21,heifer,female,-15,,76,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,6,,0,,13,13,0,s,,,,,,,FALSE,FALSE,2,3,,FALSE,6
55,55,21,heifer,female,-15,,90,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,1,,0,0,12,12,0,s,,,,,,,TRUE,FALSE,2,3,,FALSE,6
56,56,20,heifer,female,-14,,39,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,3,,0,,3,3,0,s,,,,,,,TRUE,FALSE,2,2,,FALSE,6
57,57,20,heifer,female,-14,,111,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,1,,0,,21,21,0,s,,,,,,,FALSE,FALSE,2,2,,FALSE,6
58,58,19,heifer,female,-13,,35,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,1,,0,0,7,7,0,s,,,,,,,FALSE,FALSE,2,1,,FALSE,6
59,59,18,heifer,female,-12,,23,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,6,,0,,20,20,0,s,,,,,,,FALSE,FALSE,2,0,,FALSE,6
60,60,18,heifer,female,-12,,57,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,,,4,10,19,28,1,s,,,,,,,TRUE,TRUE,2,0,,FALSE,6
61,61,18,heifer,female,-12,,25,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,3,,0,,6,6,0,s,,,,,,,TRUE,FALSE,2,0,,FALSE,6
62,62,16,heifer,female,-10,,62,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,5,,0,16,24,24,0,s,,,,,,,TRUE,FALSE,2,7,,FALSE,6
63,63,15,heifer,female,-9,,69,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,6,,0,,11,11,0,s,,,,,,,TRUE,FALSE,2,6,,FALSE,6
64,64,12,heifer,female,-6,,34,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,,,0,28,6,,0,s,,,,,,,FALSE,FALSE,2,3,,FALSE,6
65,65,12,heifer,female,-6,,21,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,,,0,28,7,,0,s,,,,,,,TRUE,FALSE,2,3,,FALSE,6
66,66,11,calf,female,-5,,48,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,,,0,12,20,,0,s,,,,,,,TRUE,FALSE,2,2,,FALSE,6
67,67,11,calf,female,-5,,57,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,,,0,3,11,,0,s,,,,,,,FALSE,FALSE,2,2,,FALSE,6
68,68,10,calf,female,-4,,86,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,,,0,4,13,,0,s,,,,,,,FALSE,FALSE,2,1,,FALSE,6
69,69,9,calf,female,-3,,44,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,,,0,15,24,,0,s,,,,,,,FALSE,FALSE,2,0,,FALSE,6
70,70,9,calf,female,-3,,28,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,,,0,14,24,,0,s,,,,,,,TRUE,TRUE,2,0,,FALSE,6
71,71,9,calf,female,-3,,80,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,,,0,26,4,,0,s,,,,,,,TRUE,FALSE,2,0,,FALSE,6
72,72,7,calf,female,-1,,28,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,,,0,13,23,,0,s,,,,,,,TRUE,FALSE,2,7,,FALSE,6
73,73,6,calf,female,0,,74,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,,,0,3,12,,0,s,,,,,,,TRUE,FALSE,2,6,,FALSE,6
,78,3,calf,female,3,,51,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,,,0,15,,,,s,,,,,,,FALSE,FALSE,,,,,6
,79,3,calf,female,3,,82,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,,,0,8,,,,s,,,,,,,FALSE,FALSE,,,,,6
,80,3,calf,female,3,,71,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,,,0,19,,,,s,,,,,,,FALSE,FALSE,,,,,6
,82,2,calf,female,4,,109,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,0,,,,0,15,,,,s,,,,,,,FALSE,FALSE,,,,,6
,85,2,calf,female,4,,70,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,,,0,8,,,,s,,,,,,,TRUE,FALSE,,,,,6
,87,0,calf,female,6,,67,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,0,,,,0,4,,,,s,,,,,,,TRUE,TRUE,,,,,
,88,0,calf,male,6,,39,FALSE,sold,FALSE,FALSE,FALSE,FALSE,0,,,,0,23,,,,s,,,,,,,FALSE,FALSE,,,,,
1,1,104,milking,female,-97,,21,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,7,7,,,0,14,23,23,,ial,-41,,60,,,initial,TRUE,TRUE,2,-6,,FALSE,7
2,2,98,milking,female,-91,,55,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,6,-1,4,,0,,4,4,0,s,,,,,,,FALSE,FALSE,2,-1,,FALSE,7
4,4,92,milking,female,-85,,76,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,6,7,,,0,12,21,22,,ial,-34,,,,,initial,FALSE,FALSE,2,-6,,FALSE,7
5,5,90,milking,female,-83,,64,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,5,-2,1,,0,0,5,5,0,ial,-12,,,,,initial,FALSE,FALSE,2,-2,,FALSE,7
6,6,88,milking,female,-81,,41,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,5,4,,,0,11,21,13,,s,,,,,,,TRUE,FALSE,2,-9,,FALSE,7
8,8,81,milking,female,-74,,17,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,4,1,4,-3,0,,4,4,0,ial,-41,,,,,initial,FALSE,FALSE,2,-3,,FALSE,7
9,9,79,milking,female,-72,,51,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,4,-4,-1,,0,30,9,9,,s,,,,,,,FALSE,FALSE,2,-4,,FALSE,7
10,10,76,milking,female,-69,,26,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,4,4,,,0,1,27,14,,s,,,,,,,FALSE,FALSE,2,-9,,FALSE,7
11,11,73,milking,female,-66,,9,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,4,-4,-1,,0,12,20,20,,ial,-41,,40,,,initial,TRUE,FALSE,2,-4,,FALSE,7
12,12,71,milking,female,-64,,155,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,4,-2,1,,0,15,26,26,0,s,,,,,,,FALSE,FALSE,2,-2,,FALSE,7
13,13,70,milking,female,-63,,47,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,4,-4,-1,,0,1,10,19,,s,,,,,,,FALSE,FALSE,2,-4,,FALSE,7
14,14,70,milking,female,-63,,53,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,4,-2,5,,0,17,25,25,0,s,,,,,,,FALSE,FALSE,2,-2,,FALSE,7
15,15,69,milking,female,-62,,61,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,4,-2,1,,0,,14,14,0,s,,,,,,,TRUE,FALSE,2,-2,,FALSE,7
16,16,62,milking,female,-55,,28,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,4,6,,,0,3,1,15,,s,,,,,,,FALSE,FALSE,2,-7,,FALSE,7
17,17,62,dry,female,-55,,27,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,3,-5,-2,,0,10,17,26,,s,,,,,,,TRUE,FALSE,2,-5,,FALSE,7
18,18,58,milking,female,-51,,64,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,3,-3,6,,0,,8,8,0,s,,,,,,,TRUE,TRUE,2,-3,,FALSE,7
19,19,57,milking,female,-50,,29,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,3,4,7,,0,,16,16,0,s,,,,,,,FALSE,FALSE,2,-9,,FALSE,7
20,20,53,milking,female,-46,,40,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,3,3,,-1,2,8,17,17,0,ial,6,,,,,insects,FALSE,FALSE,2,-1,,FALSE,7
21,21,51,milking,female,-44,,65,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,3,7,,,0,30,23,30,,s,,,,,,,FALSE,FALSE,2,-6,,FALSE,7
22,22,51,milking,female,-44,,38,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,3,3,7,-1,0,0,26,26,0,s,,,,,,,FALSE,FALSE,2,-1,,FALSE,7
24,24,49,milking,female,-42,,94,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,3,7,,,0,1,22,4,,s,,,,,,,FALSE,FALSE,2,-6,,FALSE,7
25,25,49,milking,female,-42,,27,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,2,7,,,0,27,22,21,,s,,,,,,,FALSE,FALSE,2,-6,,FALSE,7
26,26,48,dry,female,-41,,26,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,1,-5,-2,,0,25,2,10,,s,,,,,,,TRUE,FALSE,2,-5,,FALSE,7
27,27,48,milking,female,-41,,15,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,2,-3,1,,0,,23,23,0,ial,-34,,,,,initial,FALSE,FALSE,2,-3,,FALSE,7
28,28,48,milking,female,-41,,10,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,1,-4,-1,,0,6,16,25,,ial,7,,,,,insects,FALSE,FALSE,2,-4,,FALSE,7
30,30,46,milking,female,-39,,17,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,2,-1,2,,0,,8,8,0,s,,,,,,,FALSE,FALSE,2,-1,,FALSE,7
31,31,46,milking,female,-39,,36,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,2,-1,3,,0,,15,15,0,s,,,,,,,FALSE,FALSE,2,-1,,FALSE,7
32,32,45,milking,female,-38,,52,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,2,1,5,-3,0,15,23,23,0,s,,,,,,,FALSE,FALSE,2,-3,,FALSE,7
33,33,44,milking,female,-37,,32,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,1,-2,1,,0,0,23,23,0,s,,,,,,,TRUE,FALSE,2,-2,,FALSE,7
34,34,42,milking,female,-35,,27,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,2,2,7,-2,0,,5,5,0,s,,,,,,,FALSE,FALSE,2,-2,,FALSE,7
35,35,42,milking,female,-35,,18,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,2,3,,-1,2,3,10,20,1,s,,,,,,,FALSE,FALSE,2,-1,,FALSE,7
36,36,38,milking,female,-31,,94,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,2,7,,,0,2,30,6,,s,,,,,,,FALSE,FALSE,2,-6,,FALSE,7
37,37,38,milking,female,-31,,53,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,2,7,,,0,6,12,17,,ial,6,,,,,insects,FALSE,FALSE,2,-6,,FALSE,7
39,39,38,milking,female,-31,,27,TRUE,will_die,TRUE,FALSE,FALSE,FALSE,2,7,,,0,16,4,18,,s,,,,,,,FALSE,FALSE,2,-6,,FALSE,7
40,40,36,milking,female,-29,,9,TRUE,will_be_slaughtered,TRUE,FALSE,FALSE,FALSE,1,-4,-1,,0,6,17,17,,s,,,,,,,TRUE,FALSE,2,-4,,FALSE,7
